"author","deterministic_author","fuzzy_author","fuzzy_author_score","distilbert_author","distilbert_author_score"
"Spinoza, Benedictus de, 1632-1677.","{'authorized_name': 'spinoza, benedictus de', 'author_id': 'A4708'}","{'authorized_name': 'spinoza, benedictus de', 'author_id': 'A4708'}","1.0","{'authorized_name': 'spinoza, benedictus de', 'author_id': 'A4708'}","0.9999957084655762"
"Catholic Church.","","","0.0","{'authorized_name': 'john xxi, pope, -1277', 'author_id': 'A5585'}","0.8077605366706848"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Pufendorf, Samuel, Freiherr von, 1632-1694.","{'authorized_name': 'pufendorf, samuel, freiherr von, 1632-1694', 'author_id': 'A3714'}","{'authorized_name': 'pufendorf, samuel, freiherr von, 1632-1694', 'author_id': 'A3714'}","1.0","{'authorized_name': 'pufendorf, samuel, freiherr von, 1632-1694', 'author_id': 'A3714'}","0.9999948740005493"
"Valerius Flaccus, Gaius, 1st cent.","","","0.0","{'authorized_name': 'valerius flaccus, gaius', 'author_id': 'A4806'}","0.9999926090240479"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Milante, Pio Tommaso, 1689-1749.","","","0.0","{'authorized_name': 'paulinus, of milan', 'author_id': 'A4903'}","0.5129017233848572"
"Dadin de Hauteserre, Antoine, 1602-1682.","","","0.0","{'authorized_name': 'philippe de prétot, étienne-andré, 1710-1787', 'author_id': 'A6056'}","0.4007114768028259"
"Pázmány, Péter, 1570-1637.","","","0.0","{'authorized_name': 'piekosiński, franciszek, 1844-1906', 'author_id': 'A3429'}","0.2056783139705658"
"Le Clerc, Jean, 1657-1736.","","","0.0","{'authorized_name': 'clein, johann, -1530', 'author_id': 'A3176'}","0.4544433653354645"
"Cellarius, Christoph, 1638-1707.","","","0.0","{'authorized_name': 'cellanus, of péronne, -706', 'author_id': 'A4515'}","0.9997188448905945"
"Regino, Abbot of Prüm, 840-915.","","","0.0","{'authorized_name': 'regianus', 'author_id': 'A2884'}","0.15969796478748322"
"Ron̈ick, Johann Tobias, d. 1763.","","","0.0","{'authorized_name': 'scultetus, tobias, 1563-1620', 'author_id': 'A3145'}","0.5666726231575012"
"Desericzky, József Ince, 1702-1763.","","","0.0","{'authorized_name': 'beckher, daniel, 1594-1655', 'author_id': 'A4058'}","0.13708442449569702"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"González y Díaz Tuñón, Ceferino, 1831-1894.","","","0.0","{'authorized_name': 'gonzález téllez, manuel, -1649', 'author_id': 'A3366'}","0.9988319277763367"
"Vossius, Gerardus Joannes, 1577-1649.","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","1.0","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","0.9999947547912598"
"Cozzando, Leonardo, fl. 1620-1694.","","","0.0","{'authorized_name': 'cotta, giovanni', 'author_id': 'A5549'}","0.6887630224227905"
"Vergil, Polydore, 1470?-1555.","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","1.0","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","0.9999881982803345"
"Serenus Sammonicus, Quintus.","{'authorized_name': 'serenus sammonicus, quintus', 'author_id': 'A4238'}","{'authorized_name': 'serenus sammonicus, quintus', 'author_id': 'A4238'}","1.0","{'authorized_name': 'serenus sammonicus, quintus', 'author_id': 'A4238'}","0.9999892711639404"
"Aconcio, Iacopo, -1566.","","","0.0","{'authorized_name': 'emili, paolo, -1529', 'author_id': 'A3983'}","0.2024705559015274"
"Hamilton, Sidney Craves, 1855-","","","0.0","{'authorized_name': 'owen, s. g. (sidney george), 1858-1940', 'author_id': 'A6259'}","0.6991631388664246"
"Angellier, Auguste, 1847-1911.","","","0.0","{'authorized_name': 'angelram, of saint-riquier', 'author_id': 'A5465'}","0.6751956939697266"
"Podlusányi, Zsigmond, 1714-1758.","","","0.0","{'authorized_name': 'swoboda, antonius, 1865-1928', 'author_id': 'A6282'}","0.13361170887947083"
"Kolinovics, Gábor, 1698-1770.","","","0.0","{'authorized_name': 'kukuljević sakcinski, ivan, 1816-1889', 'author_id': 'A3174'}","0.98847496509552"
"Forgách, Ferenc, ca. 1530-1577.","","","0.0","{'authorized_name': 'istvánffy, miklós, 1538-1615', 'author_id': 'A4193'}","0.5884234309196472"
"Cellarius, Christoph, 1638-1707.","","","0.0","{'authorized_name': 'cellanus, of péronne, -706', 'author_id': 'A4515'}","0.9997188448905945"
"Guillimannus, Franciscus.","","","0.0","{'authorized_name': 'pascal, blaise, 1623-1662', 'author_id': 'A3673'}","0.7636430859565735"
"Ovid, 43 B.C.-17 or 18 A.D.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9333333333333332","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999898672103882"
"De Rossi, Giovanni Bernardo, 1742-1831.","","","0.0","{'authorized_name': 'rubeis, bernardo maria de, 1687-1775', 'author_id': 'A3340'}","0.9946959614753723"
"Festus, Sextus Pompeius, 2nd cent.","","","0.0","{'authorized_name': 'festus, sextus pompeius', 'author_id': 'A4628'}","0.9999555349349976"
"Zwingli, Ulrich, 1484-1531.","{'authorized_name': 'zwingli, ulrich, 1484-1531', 'author_id': 'A5582'}","{'authorized_name': 'zwingli, ulrich, 1484-1531', 'author_id': 'A5582'}","1.0","{'authorized_name': 'zwingli, ulrich, 1484-1531', 'author_id': 'A5582'}","0.9999895095825195"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Janssens, Jean Hérard, 1783-1853.","","","0.0","{'authorized_name': 'jansenius, cornelius, 1585-1638', 'author_id': 'A4203'}","0.5927526354789734"
"Biesenthal, Johann Heinrich, 1800-1886.","","","0.0","{'authorized_name': 'bidermann, jakob, 1577 or 1578-1639', 'author_id': 'A4158'}","0.8439429998397827"
"Juynboll, T. W. J. 1802-1861.","","","0.0","{'authorized_name': 'rymer, thomas, 1641-1713', 'author_id': 'A3189'}","0.22274768352508545"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Öhler, Franciscus.","","{'authorized_name': 'oehler, franz, 1817-1866', 'author_id': 'A6107'}","0.9696969696969697","{'authorized_name': 'noel, françois, 1651-1729', 'author_id': 'A3284'}","0.9973247051239014"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Anselm, Saint, Archbishop of Canterbury, 1033-1109.","{'authorized_name': 'anselm, saint, archbishop of canterbury', 'author_id': 'A5460'}","{'authorized_name': 'anselm, saint, archbishop of canterbury', 'author_id': 'A5460'}","1.0","{'authorized_name': 'anselm, saint, archbishop of canterbury', 'author_id': 'A5460'}","0.9999924898147583"
"Boethius, d. 524.","{'authorized_name': 'boethius, -524', 'author_id': 'A5469'}","{'authorized_name': 'boethius, -524', 'author_id': 'A5469'}","1.0","{'authorized_name': 'boethius, -524', 'author_id': 'A5469'}","0.9999110698699951"
"Perrone, Giovanni, 1794-1876.","","","0.0","{'authorized_name': 'poliziano, angelo, 1454-1494', 'author_id': 'A4336'}","0.2378704994916916"
"Lactantius, ca. 240-ca. 320.","","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","0.9565217391304348","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","0.9996640682220459"
"Budapest (Hungary). Magyar Nemzeti Museum. Szechenyi Bibliothek.","","","0.0","{'authorized_name': 'budé, guillaume, 1468-1540', 'author_id': 'A5600'}","0.14167644083499908"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Tertullianus, ca. 150-240.","","","0.0","{'authorized_name': 'pseudo-tertullian', 'author_id': 'A4262'}","0.9952591061592102"
"Petrus Lombardus.","{'authorized_name': 'peter lombard, bishop of paris', 'author_id': 'A4994'}","{'authorized_name': 'peter lombard, bishop of paris', 'author_id': 'A4994'}","1.0","{'authorized_name': 'peter lombard, bishop of paris', 'author_id': 'A4994'}","0.9999953508377075"
"Streitwolf, Fridericus Gulielmus.","","","0.0","{'authorized_name': 'henzen, wilhelm, 1816-1887', 'author_id': 'A6106'}","0.1575384885072708"
"Thomas, à Becket, Saint, 1118?-1170.","{'authorized_name': 'thomas, à becket, saint', 'author_id': 'A5000'}","{'authorized_name': 'thomas, à becket, saint', 'author_id': 'A5000'}","1.0","{'authorized_name': 'thomas, à becket, saint', 'author_id': 'A5000'}","0.9999905824661255"
"Shih ching.","","","0.0","{'authorized_name': 'hosius, of córdoba', 'author_id': 'A5526'}","0.12873755395412445"
"Cramer, Ludwig Dankegott, 1791-1824.","","","0.0","{'authorized_name': 'fabricius, georg, 1516-1571', 'author_id': 'A4033'}","0.5402357578277588"
"Boppert, Conradus.","","","0.0","{'authorized_name': 'zipper, gottfried', 'author_id': 'A3344'}","0.6758366823196411"
"Jacobi, J. L. 1815-1888.","","","0.0","{'authorized_name': 'jacobi, c. g. j. (carl gustav jakob), 1804-1851', 'author_id': 'A5602'}","0.9999843835830688"
"Catholic Church. Pope (1740-1758 : Benedict XIV)","","","0.0","{'authorized_name': 'gregory xiii, pope, 1502-1585', 'author_id': 'A5578'}","0.4270714819431305"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Ciabatta, Filippo,","","","0.0","{'authorized_name': 'buonaccorsi, filippo, 1437-1496', 'author_id': 'A3011'}","0.2518206238746643"
"Jonsius, Joannes, 1624-1659.","","","0.0","{'authorized_name': 'johnstoun, arthur, 1587-1641', 'author_id': 'A3943'}","0.4064430296421051"
"Witsius, Herman, 1636-1708.","","","0.0","{'authorized_name': 'reinesius, thomas, 1587-1667', 'author_id': 'A5965'}","0.4749581813812256"
"Quintilian.","","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9523809523809522","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999827146530151"
"Ovid, 43 B.C.-17 or 18 A.D.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9333333333333332","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999898672103882"
"Sannazaro, Jacopo, 1458-1530.","","{'authorized_name': 'sannazaro, jacopo', 'author_id': 'A4732'}","0.9803921568627451","{'authorized_name': 'sannazaro, jacopo', 'author_id': 'A4732'}","0.9999953508377075"
"Chiaramonti, Scipione, 1565-1652.","","","0.0","{'authorized_name': 'colonne, guido delle, active 13th century', 'author_id': 'A4287'}","0.11675366759300232"
"Clement VIII, Pope, 1536-1605.","","","0.0","{'authorized_name': 'innocent viii, pope, 1432-1492', 'author_id': 'A5667'}","0.801638662815094"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Keble, John, 1792-1866.","","","0.0","{'authorized_name': 'russell, john, -1494', 'author_id': 'A3689'}","0.1934087574481964"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Péan Gatineau.","","","0.0","{'authorized_name': 'petronius arbiter', 'author_id': 'A4886'}","0.14006473124027252"
"Virgil.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Virgil.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Virgil.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Philargyrius, Junius.","{'authorized_name': 'philargyrius, junius', 'author_id': 'A5589'}","{'authorized_name': 'philargyrius, junius', 'author_id': 'A5589'}","1.0","{'authorized_name': 'philargyrius, junius', 'author_id': 'A5589'}","0.9999686479568481"
"Lindemann, Friedrich, 1792-1854.","","","0.0","{'authorized_name': 'leo, friedrich, 1851-1914', 'author_id': 'A6296'}","0.5045417547225952"
"Velleius Paterculus, ca. 19 B.C.-ca. 30 A.D.","","","0.0","{'authorized_name': 'velleius paterculus', 'author_id': 'A4542'}","0.9999707937240601"
"Velleius Paterculus, ca. 19 B.C.-ca. 30 A.D.","","","0.0","{'authorized_name': 'velleius paterculus', 'author_id': 'A4542'}","0.9999707937240601"
"Leo XIII, Pope, 1810-1903.","","","0.0","{'authorized_name': 'gregory xiii, pope, 1502-1585', 'author_id': 'A5578'}","0.7507470846176147"
"Peerlkamp, Petrus Hofman, 1786-1865.","{'authorized_name': 'peerlkamp, petrus hofman, 1786-1865', 'author_id': 'A3237'}","{'authorized_name': 'peerlkamp, petrus hofman, 1786-1865', 'author_id': 'A3237'}","1.0","{'authorized_name': 'peerlkamp, petrus hofman, 1786-1865', 'author_id': 'A3237'}","0.9999934434890747"
"Ovid, 43 B.C.-17 or 18 A.D.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9333333333333332","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999898672103882"
"Petrus, de Ebulo, fl. 1196.","","{'authorized_name': 'petrus, de ebulo, active 1196', 'author_id': 'A4672'}","1.0","{'authorized_name': 'petrus, de ebulo, active 1196', 'author_id': 'A4672'}","0.9999685287475586"
"Tross, Ludwig, 1795-1864.","","","0.0","{'authorized_name': 'türk, gustav, 1854-1914', 'author_id': 'A3240'}","0.20777490735054016"
"Walter, of Aquitaine.","{'authorized_name': 'walter, of aquitaine', 'author_id': 'A4846'}","{'authorized_name': 'walter, of aquitaine', 'author_id': 'A4846'}","1.0","{'authorized_name': 'walter, of aquitaine', 'author_id': 'A4846'}","0.9999536275863647"
"Frisch, Paul, 1884-","","","0.0","{'authorized_name': 'frischlin, nicodemus, 1547-1590', 'author_id': 'A3959'}","0.9381539821624756"
"Fähse, Gottfried, 1764-1831.","","","0.0","{'authorized_name': 'leibniz, gottfried wilhelm, freiherr von, 1646-1716', 'author_id': 'A3687'}","0.343768835067749"
"Vavasseur, François, 1605-1681.","","","0.0","{'authorized_name': 'vaugelas, claude favre de, 1585-1650', 'author_id': 'A6020'}","0.695747971534729"
"Contarini, Vincenzo, 1577-1617.","","","0.0","{'authorized_name': 'giovanni, da ravenna, 1343-1408', 'author_id': 'A4037'}","0.6386817693710327"
"Tibullus.","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","1.0","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","0.9999387264251709"
"Sallust, 86 B.C.-34 B.C.","{'authorized_name': 'sallust', 'author_id': 'A5543'}","{'authorized_name': 'sallust', 'author_id': 'A5543'}","1.0","{'authorized_name': 'sallust', 'author_id': 'A5543'}","0.9992644190788269"
"Sallust, 86-34 B.C.","{'authorized_name': 'sallust', 'author_id': 'A5543'}","{'authorized_name': 'sallust', 'author_id': 'A5543'}","1.0","{'authorized_name': 'sallust', 'author_id': 'A5543'}","0.999321460723877"
"Phaedrus.","","","0.0","{'authorized_name': 'phaedrus', 'author_id': 'A4554'}","0.999994158744812"
"Phaedrus.","","","0.0","{'authorized_name': 'phaedrus', 'author_id': 'A4554'}","0.999994158744812"
"Ovid, 43 B.C.-17 or 18 A.D.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9333333333333332","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999898672103882"
"Pliny, the Younger.","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","1.0","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","0.9998527765274048"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","","","0.0","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","0.9999287128448486"
"Suetonius, ca. 69-ca. 122.","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","1.0","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","0.9999945163726807"
"Tacitus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","1.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Becker, Gustav Heinrich, 1833-1886.","","","0.0","{'authorized_name': 'beckher, daniel, 1594-1655', 'author_id': 'A4058'}","0.4375174939632416"
"Telesio, Antonio, 1482-1533?","{'authorized_name': 'telesio, antonio, 1482-1533?', 'author_id': 'A3685'}","{'authorized_name': 'telesio, antonio, 1482-1533?', 'author_id': 'A3685'}","1.0","{'authorized_name': 'telesio, antonio, 1482-1533?', 'author_id': 'A3685'}","0.9999476671218872"
"Schmieder, Friedrich Gotthelf Benjamin, 1770-1838.","","","0.0","{'authorized_name': 'fritzsche, theodor, 1838-1903', 'author_id': 'A3274'}","0.4207775592803955"
"Corradi, Sebastiano, d. 1556.","","","0.0","{'authorized_name': 'correia, thome, 1536-1595', 'author_id': 'A4016'}","0.6038064360618591"
